original_country,original_city,original_date,description,country_modified_for_geo,city_modified_for_geo,date,sec_id,sec_name,id,glat,glon,gcity,gcountry,isGeocoded,split_added,original_line,start_time,end_time,start_time_form,end_time_form,elapsed_days
Germany,Cologne,"June 20���21, 1999",Attended G-8 Economic Summit meeting.,Germany,Cologne,,sec-25,Madeleine Korbel Albright,2046,50.937531,6.9602786,Cologne,Germany,1,,,9.29851E+11,9.29938E+11,Sun Jun 20 1999 00:00:00 GMT-0400 (EDT),Mon Jun 21 1999 00:00:00 GMT-0400 (EDT),1
Slovenia,Ljubljana,"June 21���22, 1999",Accompanied President Clinton and met with Montenegrin President Djukanovic.,Slovenia,Ljubljana,,sec-25,Madeleine Korbel Albright,2047,46.0569465,14.5057515,Ljubljana,Slovenia,1,,,9.29938E+11,9.30024E+11,Mon Jun 21 1999 00:00:00 GMT-0400 (EDT),Tue Jun 22 1999 00:00:00 GMT-0400 (EDT),1
Bulgaria,Sofia,22-Jun-99,Working visit.,Bulgaria,Sofia,,sec-25,Madeleine Korbel Albright,2048,42.6977082,23.3218675,Sofia,Bulgaria,1,,,9.30024E+11,9.3011E+11,Tue Jun 22 1999 00:00:00 GMT-0400 (EDT),Wed Jun 23 1999 00:00:00 GMT-0400 (EDT),1
Romania,Bucharest,22-Jun-99,Working visit.,Romania,Bucharest,,sec-25,Madeleine Korbel Albright,2049,44.4267674,26.1025384,Bucharest,Romania,1,,,9.30024E+11,9.3011E+11,Tue Jun 22 1999 00:00:00 GMT-0400 (EDT),Wed Jun 23 1999 00:00:00 GMT-0400 (EDT),1
Austria,Vienna,"July 1���10, 1999",Vacation.,Austria,Vienna,,sec-25,Madeleine Korbel Albright,2050,48.2081743,16.3738189,Vienna,Austria,1,,,9.30802E+11,9.31579E+11,Thu Jul 01 1999 00:00:00 GMT-0400 (EDT),Sat Jul 10 1999 00:00:00 GMT-0400 (EDT),9
Japan,Tokyo,"July 23���24, 1999",Stopped en route to ASEAN Ministerial meetings.,Japan,Tokyo,,sec-25,Madeleine Korbel Albright,2051,35.6894875,139.6917064,,Japan,1,,,9.32702E+11,9.32789E+11,Fri Jul 23 1999 00:00:00 GMT-0400 (EDT),Sat Jul 24 1999 00:00:00 GMT-0400 (EDT),1
Singapore,Singapore,"July 24���27, 1999","Attended ASEAN Regional Forum, ASEAN Post-Ministerial Conference, and trilateral ministerial consultations with Japan and South Korea. Met with Russian Foreign Minister Ivanov.",Singapore,Singapore,,sec-25,Madeleine Korbel Albright,2052,1.352083,103.819836,,Singapore,1,,,9.32789E+11,9.33048E+11,Sat Jul 24 1999 00:00:00 GMT-0400 (EDT),Tue Jul 27 1999 00:00:00 GMT-0400 (EDT),3
Bahrain,Dhahran,27-Jul-99,Stopped en route to Rome.,Bahrain,Dhahran,,sec-25,Madeleine Korbel Albright,2053,,,,,,,,9.33048E+11,9.33134E+11,Tue Jul 27 1999 00:00:00 GMT-0400 (EDT),Wed Jul 28 1999 00:00:00 GMT-0400 (EDT),1
Italy,"Rome, Aviano","July 28���30, 1999",Met with Foreign Minister Dini. Joined President Clinton July 30 at Aviano Air Force Base for visit to Sarajevo.,Italy,"Rome, Aviano",,sec-25,Madeleine Korbel Albright,2054,,,,,,,1,9.33134E+11,9.33307E+11,Wed Jul 28 1999 00:00:00 GMT-0400 (EDT),Fri Jul 30 1999 00:00:00 GMT-0400 (EDT),2
Italy,"Rome, Aviano","July 28���30, 1999",Met with Foreign Minister Dini. Joined President Clinton July 30 at Aviano Air Force Base for visit to Sarajevo.,Italy,Rome,,sec-25,Madeleine Korbel Albright,2055,41.9027835,12.4963655,Rome,Italy,1,1,,9.33134E+11,9.33221E+11,Wed Jul 28 1999 00:00:00 GMT-0400 (EDT),Thu Jul 29 1999 00:00:00 GMT-0400 (EDT),1
Italy,"Rome, Aviano","July 28���30, 1999",Met with Foreign Minister Dini. Joined President Clinton July 30 at Aviano Air Force Base for visit to Sarajevo.,Italy,Aviano,,sec-25,Madeleine Korbel Albright,2056,46.0695445,12.5881394,Aviano,Italy,1,1,,9.33221E+11,9.33307E+11,Thu Jul 29 1999 00:00:00 GMT-0400 (EDT),Fri Jul 30 1999 00:00:00 GMT-0400 (EDT),1
Vatican City,,28-Jul-99,Met with Secretary for Relations with States Tauran.,Vatican City,,,sec-25,Madeleine Korbel Albright,2057,41.902916,12.453389,,Vatican City,1,,,9.33134E+11,9.33221E+11,Wed Jul 28 1999 00:00:00 GMT-0400 (EDT),Thu Jul 29 1999 00:00:00 GMT-0400 (EDT),1
Serbia-Montenegro (Kosovo),Pristina,29-Jul-99,"Met with UN and NATO officials, U.S. military personnel, and representatives of the people of Kosovo.",Serbia-Montenegro Kosovo,Pristina,,sec-25,Madeleine Korbel Albright,2058,42.6629138,21.1655028,Prishtina,,1,,,9.33221E+11,9.33307E+11,Thu Jul 29 1999 00:00:00 GMT-0400 (EDT),Fri Jul 30 1999 00:00:00 GMT-0400 (EDT),1
Bosnia-Herzegovina,Sarajevo,30-Jul-99,Attended Stability Pact Leaders Conference.,Bosnia-Herzegovina,Sarajevo,,sec-25,Madeleine Korbel Albright,2059,43.8562586,18.4130763,Sarajevo,Bosnia and Herzegovina,1,,,9.33307E+11,9.33394E+11,Fri Jul 30 1999 00:00:00 GMT-0400 (EDT),Sat Jul 31 1999 00:00:00 GMT-0400 (EDT),1
Italy,Aviano,30-Jul-99,Stopped en route to U.S. from Sarajevo.,Italy,Aviano,,sec-25,Madeleine Korbel Albright,2060,46.0695445,12.5881394,Aviano,Italy,1,,,9.33307E+11,9.33394E+11,Fri Jul 30 1999 00:00:00 GMT-0400 (EDT),Sat Jul 31 1999 00:00:00 GMT-0400 (EDT),1
Morocco,Rabat,"September 1���2, 1999",Met with King Mohammed VI and Prime Minister Youssoufi.,Morocco,Rabat,,sec-25,Madeleine Korbel Albright,2061,33.9715904,-6.8498129,Rabat,Morocco,1,,,9.36158E+11,9.36245E+11,Wed Sep 01 1999 00:00:00 GMT-0400 (EDT),Thu Sep 02 1999 00:00:00 GMT-0400 (EDT),1
Egypt,Alexandria,2-Sep-99,"Met with President Mubarak, Foreign Minister Moussa, and Palestinian Authority Chairman Arafat.",Egypt,Alexandria,,sec-25,Madeleine Korbel Albright,2062,31.2000924,29.9187387,Alexandria,Egypt,1,,,9.36245E+11,9.36331E+11,Thu Sep 02 1999 00:00:00 GMT-0400 (EDT),Fri Sep 03 1999 00:00:00 GMT-0400 (EDT),1
Israel,"Tel Aviv, Jerusalem","September 2���4, 1999",Discussed the Israeli-Palestinian peace process with senior Israeli officials.,Israel,"Tel Aviv, Jerusalem",,sec-25,Madeleine Korbel Albright,2063,,,,,,,1,9.36245E+11,9.36418E+11,Thu Sep 02 1999 00:00:00 GMT-0400 (EDT),Sat Sep 04 1999 00:00:00 GMT-0400 (EDT),2
Israel,"Tel Aviv, Jerusalem","September 2���4, 1999",Discussed the Israeli-Palestinian peace process with senior Israeli officials.,Israel,Tel Aviv,,sec-25,Madeleine Korbel Albright,2064,32.0852999,34.7817676,Tel Aviv-Yafo,Israel,1,1,,9.36245E+11,9.36331E+11,Thu Sep 02 1999 00:00:00 GMT-0400 (EDT),Fri Sep 03 1999 00:00:00 GMT-0400 (EDT),1
Israel,"Tel Aviv, Jerusalem","September 2���4, 1999",Discussed the Israeli-Palestinian peace process with senior Israeli officials.,Israel,Jerusalem,,sec-25,Madeleine Korbel Albright,2065,31.768319,35.21371,Jerusalem,Israel,1,1,,9.36331E+11,9.36418E+11,Fri Sep 03 1999 00:00:00 GMT-0400 (EDT),Sat Sep 04 1999 00:00:00 GMT-0400 (EDT),1
Palestinian Authority,Gaza,3-Sep-99,Discussed the Israeli-Palestinian peace process with senior Palestinian Authority officials.,Palestinian Authority,Gaza,,sec-25,Madeleine Korbel Albright,2066,31.3546763,34.3088255,,,1,,,9.36331E+11,9.36418E+11,Fri Sep 03 1999 00:00:00 GMT-0400 (EDT),Sat Sep 04 1999 00:00:00 GMT-0400 (EDT),1
Syria,Damascus,4-Sep-99,Discussed the Israeli-Palestinian peace process with President Assad and Foreign Minister Sharaa.,Syria,Damascus,,sec-25,Madeleine Korbel Albright,2067,33.5138073,36.2765279,Damascus,Syria,1,,,9.36418E+11,9.36504E+11,Sat Sep 04 1999 00:00:00 GMT-0400 (EDT),Sun Sep 05 1999 00:00:00 GMT-0400 (EDT),1
Lebanon,Beirut,4-Sep-99,Met with Prime Minister al-Hoss.,Lebanon,Beirut,,sec-25,Madeleine Korbel Albright,2068,33.8937913,35.5017767,Beirut,Lebanon,1,,,9.36418E+11,9.36504E+11,Sat Sep 04 1999 00:00:00 GMT-0400 (EDT),Sun Sep 05 1999 00:00:00 GMT-0400 (EDT),1
Egypt,Sharm el-Sheikh,4-Sep-99,Attended the signing of the Israel-Palestinian Peace Process Agreement.,Egypt,Sharm el-Sheikh,,sec-25,Madeleine Korbel Albright,2069,27.9158175,34.3299505,Sharm El-Sheikh,Egypt,1,,,9.36418E+11,9.36504E+11,Sat Sep 04 1999 00:00:00 GMT-0400 (EDT),Sun Sep 05 1999 00:00:00 GMT-0400 (EDT),1
Israel,Jerusalem,"September 4���5, 1999",Overnight stop before traveling to Turkey.,Israel,Jerusalem,,sec-25,Madeleine Korbel Albright,2070,31.768319,35.21371,Jerusalem,Israel,1,,,9.36418E+11,9.36504E+11,Sat Sep 04 1999 00:00:00 GMT-0400 (EDT),Sun Sep 05 1999 00:00:00 GMT-0400 (EDT),1
Turkey,"Istanbul, Izmit",5-Sep-99,Discussed disaster relief with Foreign Minister Cem.,Turkey,Istanbul,,sec-25,Madeleine Korbel Albright,2071,41.0082376,28.9783589,Istanbul,Turkey,1,,,9.36504E+11,9.3659E+11,Sun Sep 05 1999 00:00:00 GMT-0400 (EDT),Mon Sep 06 1999 00:00:00 GMT-0400 (EDT),1
Vietnam,"Hanoi, Ho Chi Minh City","September 6���8, 1999",Met with senior Vietnamese officials and opened new U.S. Consulate General in Ho Chi Minh City.,Vietnam,"Hanoi, Ho Chi Minh City",,sec-25,Madeleine Korbel Albright,2072,,,,,,,1,9.3659E+11,9.36763E+11,Mon Sep 06 1999 00:00:00 GMT-0400 (EDT),Wed Sep 08 1999 00:00:00 GMT-0400 (EDT),2
Vietnam,"Hanoi, Ho Chi Minh City","September 6���8, 1999",Met with senior Vietnamese officials and opened new U.S. Consulate General in Ho Chi Minh City.,Vietnam,Hanoi,,sec-25,Madeleine Korbel Albright,2073,21.0277644,105.8341598,Hanoi,Vietnam,1,1,,9.3659E+11,9.36677E+11,Mon Sep 06 1999 00:00:00 GMT-0400 (EDT),Tue Sep 07 1999 00:00:00 GMT-0400 (EDT),1
Vietnam,"Hanoi, Ho Chi Minh City","September 6���8, 1999",Met with senior Vietnamese officials and opened new U.S. Consulate General in Ho Chi Minh City.,Vietnam,Ho Chi Minh City,,sec-25,Madeleine Korbel Albright,2074,10.8230989,106.6296638,Ho Chi Minh City,Vietnam,1,1,,9.36677E+11,9.36763E+11,Tue Sep 07 1999 00:00:00 GMT-0400 (EDT),Wed Sep 08 1999 00:00:00 GMT-0400 (EDT),1
New Zealand,Auckland,"September 8���13, 1999",Attended APEC Ministerial and Leaders meetings.,New Zealand,Auckland,,sec-25,Madeleine Korbel Albright,2075,-36.8484597,174.7633315,Auckland,New Zealand,1,,,9.36763E+11,9.37195E+11,Wed Sep 08 1999 00:00:00 GMT-0400 (EDT),Mon Sep 13 1999 00:00:00 GMT-0400 (EDT),5
Guinea,Conakry,18-Oct-99,Met with President Conte.,Guinea,Conakry,,sec-25,Madeleine Korbel Albright,2076,9.6411855,-13.5784012,Conakry,Guinea,1,,,9.40219E+11,9.40306E+11,Mon Oct 18 1999 00:00:00 GMT-0400 (EDT),Tue Oct 19 1999 00:00:00 GMT-0400 (EDT),1
Sierra Leone,"Freetown, Murray Town",18-Oct-99,"Met with President Kabbah, former rebel leaders, and ECOMOG and UNOMSIL officials; visited the Amputee and War Wounded Camp at Murray Town.",Sierra Leone,Freetown,,sec-25,Madeleine Korbel Albright,2077,8.4656765,-13.2317225,Freetown,Sierra Leone,1,,,9.40219E+11,9.40306E+11,Mon Oct 18 1999 00:00:00 GMT-0400 (EDT),Tue Oct 19 1999 00:00:00 GMT-0400 (EDT),1
Mali,Bamako,"October 18���19, 1999",Met with President Konare and reviewed ACRI forces.,Mali,Bamako,,sec-25,Madeleine Korbel Albright,2078,12.6392316,-8.0028892,Bamako,Mali,1,,,9.40219E+11,9.40306E+11,Mon Oct 18 1999 00:00:00 GMT-0400 (EDT),Tue Oct 19 1999 00:00:00 GMT-0400 (EDT),1
Nigeria,"Abuja, Kano","October 19���20, 1999","Met with President Obasanjo, senior Nigerian officials, representatives of ECOWAS, and officials and political leaders of northern Nigeria.",Nigeria,Abuja,,sec-25,Madeleine Korbel Albright,2079,9.0764785,7.398574,Abuja,Nigeria,1,,,9.40306E+11,9.40392E+11,Tue Oct 19 1999 00:00:00 GMT-0400 (EDT),Wed Oct 20 1999 00:00:00 GMT-0400 (EDT),1
Kenya,Nairobi,"October 20���23, 1999",Met with President Moi and inaugurated a new Embassy building. Also met with IGAD representatives and representatives of Sudanese civil society.,Kenya,Nairobi,,sec-25,Madeleine Korbel Albright,2080,-1.2920659,36.8219462,Nairobi,Kenya,1,,,9.40392E+11,9.40651E+11,Wed Oct 20 1999 00:00:00 GMT-0400 (EDT),Sat Oct 23 1999 00:00:00 GMT-0400 (EDT),3
Tanzania,Dar es Salaam,21-Oct-99,Attended the state funeral of former President Nyerere. Met with President Mkapa and President Buyoya of Burundi.,Tanzania,Dar es Salaam,,sec-25,Madeleine Korbel Albright,2081,-6.792354,39.2083284,Dar es Salaam,Tanzania,1,,,9.40478E+11,9.40565E+11,Thu Oct 21 1999 00:00:00 GMT-0400 (EDT),Fri Oct 22 1999 00:00:00 GMT-0400 (EDT),1
Norway,Oslo,"November 1���2, 1999",Accompanied President Clinton on a State visit to commemorative ceremony for former Israeli Prime Minister Rabin.,Norway,Oslo,,sec-25,Madeleine Korbel Albright,2082,59.9138688,10.7522454,Oslo,Norway,1,,,9.41432E+11,9.41519E+11,Mon Nov 01 1999 00:00:00 GMT-0500 (EST),Tue Nov 02 1999 00:00:00 GMT-0500 (EST),1
Turkey,"Ankara, Ephesus, Istanbul","November 14���19, 1999",Accompanied President Clinton on a State visit; attended OSCE Summit meeting in Istanbul.,Turkey,"Ankara, Ephesus, Istanbul",,sec-25,Madeleine Korbel Albright,2083,,,,,,,1,9.42556E+11,9.42988E+11,Sun Nov 14 1999 00:00:00 GMT-0500 (EST),Fri Nov 19 1999 00:00:00 GMT-0500 (EST),5
Turkey,"Ankara, Ephesus, Istanbul","November 14���19, 1999",Accompanied President Clinton on a State visit; attended OSCE Summit meeting in Istanbul.,Turkey,Ankara,,sec-25,Madeleine Korbel Albright,2084,39.9333635,32.8597419,Ankara,Turkey,1,1,,9.42556E+11,9.42642E+11,Sun Nov 14 1999 00:00:00 GMT-0500 (EST),Mon Nov 15 1999 00:00:00 GMT-0500 (EST),1
Turkey,"Ankara, Ephesus, Istanbul","November 14���19, 1999",Accompanied President Clinton on a State visit; attended OSCE Summit meeting in Istanbul.,Turkey,Ephesus,,sec-25,Madeleine Korbel Albright,2085,37.9489313,27.3676408,,Turkey,1,1,,9.42642E+11,9.42815E+11,Mon Nov 15 1999 00:00:00 GMT-0500 (EST),Wed Nov 17 1999 00:00:00 GMT-0500 (EST),2
Turkey,"Ankara, Ephesus, Istanbul","November 14���19, 1999",Accompanied President Clinton on a State visit; attended OSCE Summit meeting in Istanbul.,Turkey,Istanbul,,sec-25,Madeleine Korbel Albright,2086,41.0082376,28.9783589,Istanbul,Turkey,1,1,,9.42815E+11,9.42988E+11,Wed Nov 17 1999 00:00:00 GMT-0500 (EST),Fri Nov 19 1999 00:00:00 GMT-0500 (EST),2
Greece,Athens,"November 19���20, 1999",Accompanied President Clinton on a State visit.,Greece,Athens,,sec-25,Madeleine Korbel Albright,2087,37.9838096,23.7275388,Athens,Greece,1,,,9.42988E+11,9.43074E+11,Fri Nov 19 1999 00:00:00 GMT-0500 (EST),Sat Nov 20 1999 00:00:00 GMT-0500 (EST),1
Italy,Florence,"November 20���21, 1999",Accompanied President Clinton to conference on Progressive Governance for the 21st Century.,Italy,Florence,,sec-25,Madeleine Korbel Albright,2088,43.7695604,11.2558136,Florence,Italy,1,,,9.43074E+11,9.4316E+11,Sat Nov 20 1999 00:00:00 GMT-0500 (EST),Sun Nov 21 1999 00:00:00 GMT-0500 (EST),1
Slovakia,Bratislava,22-Nov-99,"Met with President Schuster, Prime Minister Dzurinda, and other senior officials.",Slovakia,Bratislava,,sec-25,Madeleine Korbel Albright,2089,48.1485965,17.1077477,Bratislava,Slovakia,1,,,9.43247E+11,9.43333E+11,Mon Nov 22 1999 00:00:00 GMT-0500 (EST),Tue Nov 23 1999 00:00:00 GMT-0500 (EST),1
Bulgaria,Sofia,"November 22���23, 1999",Joined President Clinton for meetings with senior Bulgarian officials.,Bulgaria,Sofia,,sec-25,Madeleine Korbel Albright,2090,42.6977082,23.3218675,Sofia,Bulgaria,1,,,9.43247E+11,9.43333E+11,Mon Nov 22 1999 00:00:00 GMT-0500 (EST),Tue Nov 23 1999 00:00:00 GMT-0500 (EST),1
Serbia-Montenegro (Kosovo),Pristina,23-Nov-99,Accompanied President Clinton; visited refugee camps.,Serbia-Montenegro Kosovo,Pristina,,sec-25,Madeleine Korbel Albright,2091,42.6629138,21.1655028,Prishtina,,1,,,9.43333E+11,9.4342E+11,Tue Nov 23 1999 00:00:00 GMT-0500 (EST),Wed Nov 24 1999 00:00:00 GMT-0500 (EST),1
Saudi Arabia,Riyadh,"December 6���7, 1999",Met with King Fahd and Crown Prince Abdullah.,Saudi Arabia,Riyadh,,sec-25,Madeleine Korbel Albright,2092,24.7135517,46.6752957,Riyadh,Saudi Arabia,1,,,9.44456E+11,9.44543E+11,Mon Dec 06 1999 00:00:00 GMT-0500 (EST),Tue Dec 07 1999 00:00:00 GMT-0500 (EST),1
Syria,Damascus,7-Dec-99,Met with President Assad and Foreign Minister Sharaa.,Syria,Damascus,,sec-25,Madeleine Korbel Albright,2093,33.5138073,36.2765279,Damascus,Syria,1,,,9.44543E+11,9.44629E+11,Tue Dec 07 1999 00:00:00 GMT-0500 (EST),Wed Dec 08 1999 00:00:00 GMT-0500 (EST),1
Israel,Jerusalem,"December 7���9, 1999",Met with Prime MInister Barak and senior Israeli officials.,Israel,Jerusalem,,sec-25,Madeleine Korbel Albright,2094,31.768319,35.21371,Jerusalem,Israel,1,,,9.44543E+11,9.44716E+11,Tue Dec 07 1999 00:00:00 GMT-0500 (EST),Thu Dec 09 1999 00:00:00 GMT-0500 (EST),2
Palestinian Authority,"Bethlehem, Ramallah",8-Dec-99,Met with Chairman Arafat.,Palestinian Authority,Bethlehem,,sec-25,Madeleine Korbel Albright,2095,31.7053821,35.2024425,Bethlehem,,1,,,9.44629E+11,9.44716E+11,Wed Dec 08 1999 00:00:00 GMT-0500 (EST),Thu Dec 09 1999 00:00:00 GMT-0500 (EST),1
Egypt,Sharm el-Sheikh,9-Dec-99,Met with President Mubarak and Foreign Minister Moussa.,Egypt,Sharm el-Sheikh,,sec-25,Madeleine Korbel Albright,2096,27.9158175,34.3299505,Sharm El-Sheikh,Egypt,1,,,9.44716E+11,9.44802E+11,Thu Dec 09 1999 00:00:00 GMT-0500 (EST),Fri Dec 10 1999 00:00:00 GMT-0500 (EST),1
Germany,Berlin,17-Dec-99,Attended G-8 Foreign Ministers meeting; met with President Djukanovic of Montenegro and Serbian opposition leaders.,Germany,Berlin,,sec-25,Madeleine Korbel Albright,2097,52.5200066,13.404954,Berlin,Germany,1,,,9.45407E+11,9.45493E+11,Fri Dec 17 1999 00:00:00 GMT-0500 (EST),Sat Dec 18 1999 00:00:00 GMT-0500 (EST),1
France,Paris,"December 17���18, 1999",Met with Foreign Minister Vedrine.,France,Paris,,sec-25,Madeleine Korbel Albright,2098,48.856614,2.3522219,Paris,France,1,,,9.45407E+11,9.45493E+11,Fri Dec 17 1999 00:00:00 GMT-0500 (EST),Sat Dec 18 1999 00:00:00 GMT-0500 (EST),1
Colombia,Cartagena,"January 14���15, 2000",Discussed anti-narcotics assistance with President Pastrana.,Colombia,Cartagena,,sec-25,Madeleine Korbel Albright,2099,10.3910485,-75.4794257,Cartagena,Colombia,1,,,9.47826E+11,9.47912E+11,Fri Jan 14 2000 00:00:00 GMT-0500 (EST),Sat Jan 15 2000 00:00:00 GMT-0500 (EST),1
Panama,Panama City,15-Jan-00,Met with President Moscoso; visited Panama Canal.,Panama,Panama City,,sec-25,Madeleine Korbel Albright,2100,9.1011785,-79.4028639,Panama City,Panama,1,,,9.47912E+11,9.47999E+11,Sat Jan 15 2000 00:00:00 GMT-0500 (EST),Sun Jan 16 2000 00:00:00 GMT-0500 (EST),1
Mexico,Oaxaca,"January 15���16, 2000",Met with Foreign Minister Green.,Mexico,Oaxaca,,sec-25,Madeleine Korbel Albright,2101,17.0542297,-96.7132304,,Mexico,1,,,9.47912E+11,9.47999E+11,Sat Jan 15 2000 00:00:00 GMT-0500 (EST),Sun Jan 16 2000 00:00:00 GMT-0500 (EST),1
Switzerland,Davos,"January 29���31, 2000",Attended meeting of the World Economic Forum.,Switzerland,Davos,,sec-25,Madeleine Korbel Albright,2102,46.8027453,9.8359701,Davos,Switzerland,1,,,9.49122E+11,9.49295E+11,Sat Jan 29 2000 00:00:00 GMT-0500 (EST),Mon Jan 31 2000 00:00:00 GMT-0500 (EST),2
Russia,Moscow,"January 31���February 2, 2000",Official visit; led U.S. delegtaion to Multilateral Steering Group.,Russia,Moscow,,sec-25,Madeleine Korbel Albright,2103,55.755826,37.6173,Moscow,Russia,1,,,9.49295E+11,9.49468E+11,Mon Jan 31 2000 00:00:00 GMT-0500 (EST),Wed Feb 02 2000 00:00:00 GMT-0500 (EST),2
Croatia,Zagreb,2-Feb-00,Met with Prime Minister Racan and Croatian political leaders.,Croatia,Zagreb,,sec-25,Madeleine Korbel Albright,2104,45.8150108,15.981919,Zagreb,Croatia,1,,,9.49468E+11,9.49554E+11,Wed Feb 02 2000 00:00:00 GMT-0500 (EST),Thu Feb 03 2000 00:00:00 GMT-0500 (EST),1
Croatia,Zagreb,"February 18���19, 2000",Led the U.S. delegation to the inauguration of President Mesic. Met with Serbian opposition leaders.,Croatia,Zagreb,,sec-25,Madeleine Korbel Albright,2105,45.8150108,15.981919,Zagreb,Croatia,1,,,9.5085E+11,9.50936E+11,Fri Feb 18 2000 00:00:00 GMT-0500 (EST),Sat Feb 19 2000 00:00:00 GMT-0500 (EST),1
Albania,Tirana,19-Feb-00,Met with President Meidani and Prime Minister Meta; addressed the Albanian Parliament.,Albania,Tirana,,sec-25,Madeleine Korbel Albright,2106,41.3275459,19.8186982,Tirana,Albania,1,,,9.50936E+11,9.51023E+11,Sat Feb 19 2000 00:00:00 GMT-0500 (EST),Sun Feb 20 2000 00:00:00 GMT-0500 (EST),1
